,id_response,response_option,response_description
6147,6587,0.0,Not Answered
6148,6588,8.0,Unknown
6149,6589,99999999.0,MISSING
6150,6590,2.0,agree
6151,6591,4.0,no
6152,6592,0.0,No
6153,6593,2.0,"yes, in your own neighbourhood"
6154,6594,108.0,Age
6155,6595,99999999.0,MISSING
6156,6596,2.0,sometimes occurs
6157,6597,2.0,at sometime
6158,6598,3.0,
6159,6599,0.0,No
6160,6600,1.0,no
6161,6601,2.0,often
6162,6602,2.0,sometimes occurs
6163,6603,3.0,More nuisance
6164,6604,1.0,No
6165,6605,109.0,Age
6166,6606,1.0,Yes
6167,6607,2.0,Stayed the same
6168,6608,3.0,Seldom
6169,6609,1.0,Detached
6170,6610,0.0,No
6171,6611,99999998.0,Unknown
6172,6612,1.0,Answered
6173,6613,4.0,10 years or more
6174,6614,1.0,In the center / downtown
6175,6615,1.0,No
6176,6616,99999999.0,MISSING
6177,6617,1.0,Yes
6178,6618,99999999.0,MISSING
6179,6619,3.0,"no, that's not really true"
6180,6620,100.0,Age
6181,6621,1.0,Agree
6182,6622,3.0,"no, that's not really true"
6183,6623,1.0,"yes, that's right"
6184,6625,1.0,Very easy
6185,6626,8.0,Unknown
6186,6627,99999999.0,MISSING
6187,6628,8.0,Unknown
6188,6629,3.0,Houses in a row or semi-detached
6189,6630,3.0,"yes, elsewhere in the municipality"
6190,6631,1.0,Yes
6191,6632,4.0,dissatisfied
6192,6633,10.0,10
6193,6634,25.0,Geeren South (ONS)
6194,6635,1.0,no
6195,6636,6.0,don't know if it happens
6196,6637,1.0,Yes
6197,6638,99999999.0,MISSING
6198,6639,8.0,Unknown
6199,6640,10.0,Age
6200,6641,99999999.0,MISSING
6201,6642,6.0,
6202,6643,4.0,do not agree with
6203,6644,0.0,No
6204,6645,4.0,does not apply
6205,6646,1.0,I am satisfied with my home
6206,6647,1.0,"Less than 414,-"
6207,6648,1.0,occurs often
6208,6649,14.0,Oosterhout
6209,6650,1.0,Yes
6210,6651,2.0,regularly
6211,6652,3.0,"Yes, from my doctor"
6212,6653,2.0,sometimes occurs
6213,6654,0.0,Not Answered
6214,6655,4.0,no
6215,6657,7.0,"Otherwise, namely:"
6216,6658,2.0,Age
6217,6659,99999999.0,MISSING
6218,6661,4.0,Do not know / no opinion
6219,6662,1.0,totally agree
6220,6663,92.0,Age
6221,6664,10.0,Health / need for extra care
6222,6665,4.0,Corner house
6223,6666,5.0,totally disagree
6224,6667,106.0,Age
6225,6668,0.0,No
6226,6669,1.0,"yes, (almost) no problems"
6227,6670,31.0,Age
6228,6671,1.0,Yes
6229,6673,3.0,(almost) never occurs
6230,6674,83.0,Age
6231,6675,15.0,Age
6232,6676,3.0,do not agree with
6233,6677,3.0,not satisfied/not dissatisfied
6234,6678,1.0,I did
6235,6679,5.0,totally disagree
6236,6680,2.0,no
6237,6681,3.0,(almost) never occurs
6238,6682,6.0,Science education (university)
6239,6683,9.0,
6240,6684,0.0,No
6241,6685,3.0,
6242,6686,2.0,occurs and scares me
6243,6687,2.0,"Yes, from family, neighbors or friends"
6244,6688,4.0,"yes, but not in your own community"
6245,6689,1.0,occurs often
6246,6690,53.0,Age
6247,6691,2.0,
6248,6692,5.0,occurs and does not affect me much
6249,6693,5.0,
6250,6694,8.0,Age
6251,6695,72.0,Age
6252,6696,5.0,
6253,6697,5.0,No preference for existing or new construction
6254,6698,5.0,totally disagree
6255,6699,1.0,very satisfied
6256,6700,3.0,"Yes, from my doctor"
6257,6701,2.0,agree
6258,6702,4.0,"yes, but not in your own community"
6259,6703,1.0,"yes, that's right"
6260,6704,99999999.0,MISSING
6261,6705,1.0,"Less than 1,150 per month"
6262,6706,99999998.0,Unknown
6263,6707,1.0,occurs often
6264,6708,1.0,very satisfied
6265,6709,4.0,Do not know / no opinion
6266,6710,2.0,"Center (City, Valkenberg, ChassT, Fellenoord, Schorsmolen, Station, Belcrum)"
6267,6711,99999999.0,MISSING
6268,6712,1.0,Yes
6269,6713,99999998.0,Unknown
6270,6714,16.0,Age
6271,6715,4.0,disagree
6272,6716,2.0,"yes, in your own neighbourhood"
6273,6717,4.0,"Yes, private help*"
6274,6718,2.0,sometimes occurs
6275,6719,1.0,"Yes, almost always"
6276,6720,2.0,no
6277,6721,6.0,Between 720 and 850
6278,6722,1.0,"Yes, I have reported"
6279,6723,99999999.0,MISSING
6280,6724,13.0,"Outer area of ​​Breda (Effen-de Rith, Liesbos, rural area around Bavel, Ulvenhout or Prinsenbeek)"
6281,6725,7.0,
6282,6726,3.0,I didn't and I don't want to
6283,6728,0.0,No
6284,6729,2.0,neutral
6285,6730,2.0,"Yes, possibly"
6286,6731,6.0,don't know if it happens
6287,6732,3.0,"yes, elsewhere in the municipality"
6288,6733,3.0,(almost) never occurs
6289,6734,2.0,no
6290,6735,1.0,Single/living alone
6291,6736,99999998.0,Unknown
6292,6737,4.0,disagree
6293,6738,99999998.0,Unknown
6294,6739,1.0,Yes
6295,6740,4.0,Do not know / no opinion
6296,6741,5.0,"Yes, from an organization or body**"
6297,6742,2.0,satisfied
6298,6743,2.0,more or less
6299,6744,4.0,Do not know / no opinion
6300,6745,0.0,No
6301,6746,24.0,silver birch
6302,6747,99999998.0,Unknown
6303,6748,8.0,Unknown
6304,6749,99999999.0,MISSING
6305,6750,82.0,Age
6306,6751,1.0,Detached
6307,6752,6.0,Do not know / no opinion
6308,6754,2.0,no
6309,6755,1.0,totally agree
6310,6756,5.0,"Breda South-East (Blauwe Kei, Ypelaar, Overakker, Ginneken)"
6311,6757,4.0,I do not know
6312,6758,0.0,No
6313,6759,6.0,Flat/apartment mTt lift
6314,6760,4.0,do not know yet
6315,6761,39.0,Age
6316,6762,5.0,"Yes, from an organization or body**"
6317,6763,1.0,No
6318,6764,5.0,"3,500 and more per month"
6319,6765,3.0,House rented from a private landlord
6320,6766,69.0,Age
6321,6767,1.0,Yes
6322,6768,1.0,"Less than 185,000"
6323,6769,99999999.0,MISSING
6324,6770,5.0,occurs and does not affect me much
6325,6771,4.0,no
6326,6772,4.0,do not agree with
6327,6773,99999999.0,MISSING
6328,6774,8.0,Residential care complex / nursing home / sheltered housing
6329,6775,12.0,Insufficient facilities in the area
6330,6776,5.0,"450,000 or more"
6331,6777,15.0,925 or more
6332,6778,2.0,no
6333,6779,1.0,
6334,6780,3.0,sometimes
6335,6781,99999999.0,MISSING
6336,6782,3.0,(almost) never occurs
6337,6783,8.0,Don't know yet/no preference
6338,6784,3.0,Outside Breda
6339,6785,4.0,rarely/never
6340,6786,1.0,No
6341,6787,2.0,No
6342,6788,2.0,regularly
6343,6789,3.0,do not agree with
6344,6790,1.0,"yes, (almost) no problems"
6345,6791,45.0,Age
6346,6792,4.0,"Yes, definitely"
6347,6793,5.0,"Yes, from an organization or body**"
6348,6794,1.0,No
6349,6795,2.0,"fair, some issues"
6350,6796,2.0,at sometime
6351,6797,0.0,No
6352,6798,1.0,intensive
6353,6799,3.0,"yes, elsewhere in the municipality"
6354,6800,2.0,more or less
6355,6801,2.0,
6356,6802,2.0,"yes, in your own neighbourhood"
6357,6803,0.0,No
6358,6804,1.0,man
6359,6805,1.0,often
6360,6806,2.0,often
6361,6807,4.0,"Yes, private help*"
6362,6808,8.0,Unknown
6363,6809,66.0,Age
6364,6810,2.0,no
6365,6811,3.0,"Yes, from my doctor"
6366,6812,2.0,"Yes, from family, neighbors or friends"
6367,6813,1.0,Yes
6368,6814,2.0,Sometimes
6369,6815,1.0,does not occur
6370,6816,2.0,probably
6371,6817,2.0,often
6372,6818,4.0,Between 607 and 651
6373,6819,3.0,"not agree, not disagree"
6374,6820,1.0,very satisfied
6375,6821,1.0,totally agree
6376,6822,2.0,Will stay the same
6377,6823,3.0,Backwards
6378,6824,99999999.0,MISSING
6379,6825,4.0,Developing and building a building plot with a group (collectively)
6380,6826,98.0,Age
6381,6827,3.0,deteriorated
6382,6828,99999998.0,Unknown
6383,6830,12.0,"Between 300,000 and 400,000"
6384,6831,0.0,No
6385,6832,3.0,Vwo/Havo
6386,6833,4.0,do not agree with
6387,6834,2.0,No
6388,6835,8.0,Unknown
6389,6836,5.0,Flat / apartment without elevator
6390,6838,5.0,Olympia
6391,6839,7.0,For financial reasons
6392,6840,3.0,"yes, elsewhere in the municipality"
6393,6841,2.0,"Yes, from family, neighbors or friends"
6394,6842,16.0,Favorable time to sell a home
6395,6843,1.0,Yes
6396,6844,7.0,Between 850 and 925
6397,6845,4.0,
6398,6846,1.0,Forward
6399,6847,2.0,no
6400,6848,2.0,Somewhere else in Breda
6401,6849,4.0,Do not know / no opinion
6402,6850,11.0,"Otherwise, namely:"
6403,6851,99999998.0,Unknown
6404,6852,2.0,"yes, in your own neighbourhood"
6405,6853,99999999.0,MISSING
6406,6854,1.0,does not occur
6407,6855,3.0,sometimes
6408,6856,1.0,
6409,6857,5.0,Flat/apartment without elevator
6410,6858,1.0,No
6411,6859,3.0,"not agree, not disagree"
6412,6860,99999999.0,MISSING
6413,6861,3.0,"bad, many problems"
6414,6862,99999999.0,MISSING
6415,6863,3.0,not satisfied/not dissatisfied
6416,6864,3.0,"Between 275,000 and 350,000"
6417,6865,0.0,No
6418,6866,1.0,(almost always
6419,6867,4.0,"yes, but not in your own community"
6420,6868,1.0,
6421,6869,43.0,Age
6422,6870,3.0,Houses in a row or semi-detached
6423,6871,4.0,"Yes, private help*"
6424,6872,2.0,Woman
6425,6873,5.0,totally disagree
6426,6874,1.0,does not occur
6427,6875,91.0,Age
6428,6876,2.0,
6429,6877,2.0,often
6430,6878,2.0,no
6431,6879,2.0,"yes, in your own neighbourhood"
6432,6880,15.0,Geeren-North
6433,6881,1.0,intensive
6434,6882,4.0,disagree
6435,6883,1.0,Yes
6436,6884,2.0,"Yes, incidentally"
6437,6885,8.0,Unknown
6438,6886,99999999.0,MISSING
6439,6887,10.0,10
6440,6888,1.0,New Hawthorn
6441,6889,105.0,Age
6442,6890,99999999.0,MISSING
6443,6891,1.0,No
6444,6892,4.0,Do not know / no opinion
6445,6893,5.0,"Yes, from an organization or body**"
6446,6894,8.0,I'd rather stay at home
6447,6895,8.0,Unknown
6448,6896,2.0,no
6449,6897,1.0,occurs often
6450,6898,3.0,neutral
6451,6899,4.0,occurs and gives me a different emotion
6452,6900,2.0,"Yes, from family, neighbors or friends"
6453,6901,85.0,Age
6454,6902,4.0,dissatisfied
6455,6903,1.0,No
6456,6904,1.0,Yes
6457,6905,99999999.0,MISSING
6458,6906,8.0,Unknown
6459,6907,3.0,(almost) never occurs
6460,6908,2.0,occurs and scares me
6461,6909,1.0,totally agree
6462,6910,8.0,Unknown
6463,6911,1.0,Yes
6464,6912,0.0,No
6465,6913,1.0,occurs often
6466,6914,4.0,
6467,6915,1.0,Own neighborhood
6468,6916,3.0,(almost) never occurs
6469,6917,9.0,
6470,6918,1.0,often
6471,6919,2.0,"Yes, from family, neighbors or friends"
6472,6920,75.0,Age
6473,6921,6.0,"Yes, other help"
6474,6922,5.0,totally disagree
6475,6923,3.0,Backwards
6476,6924,4.0,disagree
6477,6925,4.0,In a rural setting
6478,6926,3.0,
6479,6927,2.0,incidental
6480,6928,1.0,Yes
6481,6929,2.0,"yes, in your own neighbourhood"
6482,6930,5.0,
6483,6931,4.0,do not agree with
6484,6932,6.0,
6485,6933,4.0,Do not know / no opinion
6486,6934,1.0,In the center / downtown
6487,6935,1.0,Yes
6488,6936,10.0,10
6489,6937,1.0,does not occur
6490,6938,3.0,neutral
6491,6939,5.0,completely disagree
6492,6940,3.0,neutral
6493,6941,6.0,Flat house / apartment with elevator
6494,6942,5.0,"Yes, from an organization or body**"
6495,6943,5.0,"Yes, from an organization or body**"
6496,6944,3.0,"no, that's not really true"
6497,6945,38.0,Age
6498,6946,99999999.0,MISSING
6499,6947,4.0,occurs and gives me a different emotion
6500,6948,4.0,"Yes, private help*"
6501,6950,1.0,"Yes, intensively"
6502,6951,2.0,satisfied
6503,6952,5.0,totally disagree
6504,6953,2.0,incidental
6505,6954,99999998.0,Unknown
6506,6955,3.0,"Yes, from my doctor"
6507,6956,3.0,(almost) never occurs
6508,6957,99999999.0,MISSING
6509,6958,3.0,(almost never
6510,6959,3.0,sometimes
6511,6960,1.0,"yes, that's right"
6512,6961,1.0,Answered
6513,6962,6.0,don't know if it happens
6514,6963,1.0,Yes
6515,6964,4.0,Do not know / no opinion
6516,6965,19.0,Die
6517,6966,1.0,
6518,6967,5.0,"Yes, from an organization or body**"
6519,6968,1.0,(almost always
6520,6969,12.0,Vianden
6521,6970,2.0,No
6522,6971,1.0,Yes
6523,6972,4.0,
6524,6973,6.0,
6525,6974,5.0,occurs and does not affect me much
6526,6975,3.0,Two adults without child(ren)
6527,6976,4.0,Not so lucky
6528,6977,4.0,Difficult
6529,6978,0.0,Not Answered
6530,6979,1.0,"yes, (almost) no problems"
6531,6980,2.0,"fair, some issues"
6532,6981,2.0,satisfied
6533,6982,73.0,Age
6534,6983,99999999.0,MISSING
6535,6984,2.0,stayed the same
6536,6985,6.0,"Yes, other help"
6537,6986,22.0,Age
6538,6987,99999999.0,MISSING
6539,6988,4.0,do not know yet
6540,6989,1.0,Yes
6541,6990,1.0,no
6542,6991,3.0,"Yes, from my doctor"
6543,6992,5.0,occurs and does not affect me much
6544,6993,13.0,Poelewei
6545,6994,1.0,does not occur
6546,6995,46.0,Age
6547,6996,1.0,Yes
6548,6997,2.0,regularly
6549,6998,1.0,No
6550,6999,1.0,Yes
6551,7000,42.0,Age
6552,7001,10.0,"Between 190,000 and 215,000"
6553,7002,10.0,I'm too old to move
6554,7003,1.0,Yes
6555,7004,99999999.0,MISSING
6556,7005,1.0,totally agree
6557,7006,7.0,Self-contained senior residence
6558,7007,99999998.0,Unknown
6559,7008,3.0,occurs and makes me angry
6560,7009,1.0,Yes
6561,7010,1.0,totally agree
6562,7011,6.0,don't know if it happens
6563,7012,3.0,Do not know / no opinion
6564,7013,0.0,No
6565,7014,1.0,Yes
6566,7015,2.0,agree
6567,7016,1.0,Age
6568,7017,1.0,Answered
6569,7018,0.0,Not Answered
6570,7019,8.0,Unknown
6571,7020,9.0,Room occupancy/student housing
6572,7021,34.0,Age
6573,7022,2.0,"Yes, from family, neighbors or friends"
6574,7023,2.0,no
6575,7024,5.0,"Yes, from an organization or body**"
6576,7025,2.0,Two under TTn hood
6577,7026,7.0,
6578,7027,3.0,not satisfied/not dissatisfied
6579,7028,2.0,incidental
6580,7029,6.0,don't know if it happens
6581,7030,0.0,No
6582,7031,3.0,I didn't and I don't want to
6583,7032,99999998.0,Unknown
6584,7033,3.0,Not happy/not unhappy
6585,7034,9.0,
6586,7035,5.0,Between 711 and 900
6587,7036,3.0,"bad, many problems"
6588,7037,6.0,no answer
6589,7038,99999998.0,Unknown
6590,7039,10.0,One-room apartment/studio
6591,7040,3.0,"Yes, from my doctor"
6592,7041,1.0,"Less than 185,000"
6593,7042,3.0,Age
6594,7044,7.0,
6595,7045,3.0,northern Lights
6596,7046,2.0,Vmbo/Mavo
6597,7047,0.0,No
6598,7048,4.0,"yes, but not in your own community"
6599,7049,1.0,Yes
6600,7050,9.0,Current home not suitable for the elderly
6601,7051,2.0,No
6602,7052,3.0,agree/disagree
6603,7053,1.0,often
6604,7054,1.0,occurs often
6605,7055,84.0,Age
6606,7056,89.0,Age
6607,7057,1.0,Yes
6608,7058,30.0,Age
6609,7059,2.0,often
6610,7060,4.0,no answer
6611,7061,4.0,do not agree with
6612,7062,1.0,no
6613,7063,99999999.0,MISSING
6614,7064,99999999.0,MISSING
6615,7065,70.0,Age
6616,7066,0.0,No
6617,7067,1.0,improved
6618,7068,99999999.0,MISSING
6619,7069,9.0,
6620,7070,5.0,Higher professional education (hbo)
6621,7071,8.0,Unknown
6622,7072,4.0,"yes, but not in your own community"
6623,7073,5.0,"There were no livability or safety issues, but I would report them"
6624,7074,2.0,neutral
6625,7075,5.0,Between 651 and 720
6626,7076,2.0,satisfied
6627,7077,1.0,Yes
6628,7078,1.0,"Less than 414,-"
6629,7079,101.0,Age
6630,7080,0.0,Not Answered
6631,7081,6.0,"Yes, other help"
6632,7082,4.0,Family expansion
6633,7083,3.0,"no, that's not really true"
6634,7084,3.0,do not agree with
6635,7085,4.0,"yes, but not in your own community"
6636,7086,1.0,Yes
6637,7087,1.0,Yes
6638,7088,4.0,dissatisfied
6639,7089,2.0,agree
6640,7090,4.0,"Yes, private help*"
6641,7091,3.0,"no, that's not really true"
6642,7092,99999999.0,MISSING
6643,7093,0.0,No
6644,7094,68.0,Age
6645,7095,0.0,Not Answered
6646,7096,1.0,totally agree
6647,7097,3.0,sometimes
6648,7098,104.0,Age
6649,7099,1.0,"yes, that's right"
6650,7100,5.0,totally disagree
6651,7101,1.0,very satisfied
6652,7102,1.0,Answered
6653,7103,1.0,Yes
6654,7104,3.0,5 to 10 years
6655,7105,5.0,totally disagree
6656,7106,3.0,Do not know / no opinion
6657,7107,0.0,No
6658,7108,5.0,totally disagree
6659,7109,2.0,more or less
6660,7110,11.0,Age
6661,7111,3.0,deteriorated
6662,7112,79.0,Age
6663,7113,0.0,No
6664,7114,2.0,incidental
6665,7115,3.0,not satisfied/not dissatisfied
6666,7116,1.0,very satisfied
6667,7117,8.0,Because of the house itself
6668,7118,4.0,Do not know / no opinion
6669,7119,3.0,"bad, many problems"
6670,7120,3.0,"In a busy area with amenities, just outside the center"
6671,7121,4.0,occurs and gives me a different emotion
6672,7122,3.0,(almost) never occurs
6673,7123,99999999.0,MISSING
6674,7125,3.0,"Yes, from my doctor"
6675,7126,3.0,deteriorated
6676,7127,2.0,"yes, in your own neighbourhood"
6677,7128,0.0,No
6678,7129,8.0,Unknown
6679,7130,3.0,(almost) never occurs
6680,7131,2.0,no
6681,7132,1.0,Yes
6682,7133,1.0,Yes
6683,7134,96.0,Age
6684,7135,7.0,
6685,7136,2.0,"fair, some issues"
6686,7137,54.0,Age
6687,7138,4.0,no answer
6688,7139,2.0,occurs and scares me
6689,7140,44.0,Age
6690,7141,1.0,"yes, (almost) no problems"
6691,7142,2.0,Newly built house
6692,7143,4.0,Between 635 and 711
6693,7144,1.0,No
6694,7145,2.0,Because of study/work
6695,7146,10.0,10
6696,7147,3.0,(almost) never occurs
6697,7148,5.0,totally disagree
6698,7149,97.0,Age
6699,7150,1.0,no
6700,7151,4.0,rarely/never
6701,7152,7.0,"Otherwise, namely:"
6702,7154,99999999.0,MISSING
6703,7155,2.0,no
6704,7157,13.0,Age
6705,7158,3.0,I didn't and I don't want to
6706,7159,1.0,occurs often
6707,7160,99999999.0,MISSING
6708,7161,10.0,One-room apartment / studio
6709,7162,58.0,Age
6710,7163,1.0,does not occur
6711,7164,4.0,no
6712,7165,5.0,Unhappy
6713,7166,99999999.0,MISSING
6714,7167,1.0,agree
6715,7168,1.0,Yes
6716,7169,2.0,sometimes occurs
6717,7170,3.0,"Yes, from my doctor"
6718,7171,3.0,(almost) never occurs
6719,7172,4.0,"Yes, private help*"
6720,7173,3.0,agree/disagree
6721,7174,3.0,
6722,7175,6.0,don't know if it happens
6723,7176,13.0,"Between 400,000 and 450,000"
6724,7177,2.0,"Between 185,000 and 275,000"
6725,7178,2.0,
6726,7179,1.0,very satisfied
6727,7180,99999999.0,MISSING
6728,7181,1.0,"Yes, I would like to become a member. My email address is:"
6729,7182,1.0,No
6730,7183,1.0,Yes
6731,7184,4.0,Do not know / no opinion
6732,7185,8.0,
6733,7186,0.0,No
6734,7187,12.0,"Something else, namely:"
6735,7188,3.0,"yes, elsewhere in the municipality"
6736,7189,10.0,10
6737,7190,14.0,Age
6738,7192,4.0,dissatisfied
6739,7193,4.0,"yes, but not in your own community"
6740,7194,3.0,Do not agree with
6741,7195,99999999.0,MISSING
6742,7196,3.0,
6743,7197,10.0,10
6744,7198,1.0,no
6745,7199,1.0,occurs often
6746,7200,1.0,Often
6747,7201,99999999.0,MISSING
6748,7202,2.0,In a village
6749,7203,1.0,I did
6750,7204,6.0,Flat/apartment mTt lift
6751,7205,99999999.0,MISSING
6752,7206,1.0,Yes
6753,7207,65.0,Age
6754,7208,1.0,occurs often
6755,7209,2.0,"No, I don't want to become a member."
6756,7210,3.0,occurs and makes me angry
6757,7211,8.0,Unknown
6758,7212,1.0,Yes
6759,7213,99999999.0,MISSING
6760,7214,4.0,rarely/never
6761,7215,3.0,"not agree, not disagree"
6762,7216,9.0,
6763,7218,15.0,Because of care for a family member (informal care)
6764,7219,4.0,"Yes, private help*"
6765,7220,1.0,No
6766,7221,4.0,Do not know / no opinion
6767,7222,4.0,don't know/not applicable
6768,7223,5.0,
6769,7224,4.0,"Between 350,000 and 450,00"
6770,7225,59.0,Age
6771,7226,2.0,Two under TTn hood
6772,7227,1.0,Yes
6773,7228,6.0,Age
6774,7229,4.0,do not agree with
6775,7230,2.0,more or less
6776,7231,5.0,totally disagree
6777,7232,6.0,There were no livability or safety issues and I wouldn't report any
6778,7233,2.0,often
6779,7234,4.0,Corner house
6780,7235,8.0,Unknown
6781,7236,2.0,
6782,7237,25.0,Age
6783,7238,5.0,"Yes, from an organization or body**"
6784,7239,47.0,Age
6785,7240,6.0,Because of disagreements with the neighbours
6786,7241,3.0,"yes, elsewhere in the municipality"
6787,7242,11.0,I can't get financing from the mortgage lender
6788,7243,6.0,"Yes, other help"
6789,7244,6.0,"Yes, other help"
6790,7245,8.0,Unknown
6791,7246,2.0,(almost) Every week
6792,7247,3.0,Develop and build a building plot yourself (private)
6793,7248,4.0,don't know/not applicable
6794,7249,0.0,Not Answered
6795,7250,99999999.0,MISSING
6796,7251,99999999.0,MISSING
6797,7252,2.0,no
6798,7253,4.0,
6799,7254,1.0,No
6800,7255,2.0,agree
6801,7256,1.0,Yes
6802,7257,5.0,"Yes, from an organization or body**"
6803,7258,5.0,
6804,7259,1.0,(almost every day
6805,7260,2.0,Positive
6806,7261,4.0,"yes, but not in your own community"
6807,7262,10.0,One-room apartment/studio
6808,7263,5.0,
6809,7264,8.0,Residential care complex / nursing home / sheltered housing
6810,7265,99999999.0,MISSING
6811,7266,1.0,occurs often
6812,7267,4.0,"Yes, private help*"
6813,7268,2.0,no
6814,7269,4.0,no answer
6815,7270,5.0,
6816,7271,3.0,"not agree, not disagree"
6817,7272,3.0,sometimes
6818,7273,1.0,occurs often
6819,7274,64.0,Age
6820,7275,8.0,Unknown
6821,7276,4.0,Negative
6822,7277,4.0,"yes, but not in your own community"
6823,7278,0.0,No
6824,7279,99999998.0,Unknown
6825,7280,1.0,Yes
6826,7281,3.0,"Breda North (Geeren-North, Geeren-South, Biesdonk, Wisselaar, Doornbos-Line, Waterdonken)"
6827,7282,2.0,"Between 185,000 and 275,000"
6828,7283,1.0,Yes
6829,7284,4.0,Do not know / no opinion
6830,7285,6.0,"Due to the stricter requirements for social rental housing, I am only eligible for a more expensive rental home"
6831,7286,6.0,"Yes, other help"
6832,7287,4.0,do not agree with
6833,7288,1.0,very satisfied
6834,7289,107.0,Age
6835,7290,0.0,Not Answered
6836,7291,4.0,does not apply
6837,7292,3.0,no
6838,7293,2.0,probably
6839,7294,2.0,"fair, some issues"
6840,7295,1.0,agree
6841,7296,2.0,"No, not in my neighborhood but in Breda"
6842,7297,5.0,"Yes, from an organization or body**"
6843,7298,3.0,neutral
6844,7299,3.0,(almost) never occurs
6845,7300,16.0,Scheldestraat
6846,7301,1.0,(almost always
6847,7302,4.0,"Yes, private help*"
6848,7303,3.0,"No, I have not reported this and I do not intend to do so in the future"
6849,7304,2.0,sometimes occurs
6850,7305,6.0,"Yes, other help"
6851,7306,24.0,Age
6852,7307,1.0,"Yes, my home is suitable for this"
6853,7308,2.0,"Yes, from family, neighbors or friends"
6854,7309,1.0,Owner-occupied home
6855,7310,2.0,"fair, some issues"
6856,7311,8.0,Unknown
6857,7312,99999999.0,MISSING
6858,7313,41.0,Age
6859,7314,2.0,at sometime
6860,7315,99999998.0,Unknown
6861,7316,1.0,often
6862,7317,3.0,(almost) never occurs
6863,7318,0.0,No
6864,7319,8.0,Unknown
6865,7320,4.0,Do not know / no opinion
6866,7321,1.0,No
6867,7322,10.0,10
6868,7323,2.0,sometimes occurs
6869,7324,4.0,do not agree with
6870,7325,3.0,no
6871,7326,4.0,Do not know / no opinion
6872,7327,5.0,totally disagree
6873,7328,17.0,Crow's nest
6874,7329,2.0,neutral
6875,7330,2.0,"Yes, from family, neighbors or friends"
6876,7331,3.0,occurs and makes me angry
6877,7332,5.0,Age
6878,7333,1.0,Yes
6879,7334,2.0,"Yes, from family, neighbors or friends"
6880,7335,4.0,Do not know / no opinion
6881,7336,1.0,totally agree
6882,7337,1.0,
6883,7338,99999999.0,MISSING
6884,7339,4.0,disagree
6885,7340,0.0,No
6886,7341,0.0,No
6887,7342,1.0,occurs often
6888,7343,99999999.0,MISSING
6889,7344,3.0,sometimes
6890,7345,3.0,Just come around
6891,7346,1.0,improved
6892,7347,3.0,"yes, elsewhere in the municipality"
6893,7348,52.0,Age
6894,7349,32.0,Age
6895,7350,8.0,Unknown
6896,7351,2.0,"Yes, from family, neighbors or friends"
6897,7352,99999998.0,Unknown
6898,7354,2.0,"Not done yet, but I'm ready"
6899,7355,6.0,Neighborhood on the outskirts of the city
6900,7356,4.0,disagree
6901,7357,8.0,Unknown
6902,7358,3.0,(almost) never occurs
6903,7359,8.0,Unknown
6904,7360,2.0,Sometimes
6905,7361,4.0,Do not know / no opinion
6906,7362,80.0,Age
6907,7363,1.0,Detached
6908,7364,3.0,Do not agree with
6909,7365,3.0,"Sometimes yes, sometimes no"
6910,7366,5.0,very dissatisfied
6911,7367,2.0,regularly
6912,7368,8.0,Unknown
6913,7369,0.0,No
6914,7370,4.0,
6915,7371,9.0,
6916,7372,1.0,occurs often
6917,7373,3.0,sometimes
6918,7374,3.0,"Between 592,- and 635,-"
6919,7375,4.0,ETn adult with child(ren)/single-parent family
6920,7376,9.0,Room occupancy/student housing
6921,7377,90.0,Age
6922,7378,18.0,Signpost
6923,7379,3.0,"yes, elsewhere in the municipality"
6924,7380,4.0,Do not know / no opinion
6925,7381,4.0,no answer
6926,7382,21.0,Zandberg
6927,7383,4.0,(almost) Every 3 months
6928,7384,1.0,"Yes, I bought or sold these goods/services online"
6929,7385,2.0,House of the Hill
6930,7386,71.0,Age
6931,7387,2.0,"Yes, from family, neighbors or friends"
6932,7388,99999999.0,MISSING
6933,7389,0.0,No
6934,7390,6.0,
6935,7391,2.0,Rental property of a housing association
6936,7392,29.0,Age
6937,7393,2.0,regularly
6938,7394,4.0,"Yes, private help*"
6939,7395,13.0,Poor landlord service
6940,7396,8.0,æt Monastery
6941,7397,3.0,do not agree with
6942,7398,2.0,no
6943,7399,99999999.0,MISSING
6944,7400,6.0,"Breda South (Boeimeer, Ruitersbos)"
6945,7401,1.0,No
6946,7402,3.0,No
6947,7403,5.0,very dissatisfied
6948,7404,4.0,Corner house
6949,7405,2.0,agree
6950,7406,1.0,Yes
6951,7407,1.0,
6952,7408,76.0,Age
6953,7409,2.0,"yes, in your own neighbourhood"
6954,7410,8.0,
6955,7411,1.0,Yes
6956,7412,4.0,do not know yet
6957,7413,2.0,"Yes, usually"
6958,7414,99999999.0,MISSING
6959,7415,1.0,Yes
6960,7416,1.0,"yes, (almost) no problems"
6961,7417,1.0,occurs often
6962,7418,1.0,Forward
6963,7419,14.0,"450,000 or more"
6964,7420,3.0,
6965,7421,3.0,(almost) never occurs
6966,7422,1.0,Yes
6967,7423,1.0,totally agree
6968,7424,5.0,Parting
6969,7425,1.0,occurs often
6970,7426,49.0,Age
6971,7427,2.0,"Yes, from family, neighbors or friends"
6972,7428,2.0,no
6973,7429,4.0,Age
6974,7430,7.0,Self-contained senior residence
6975,7431,3.0,"no, that's not really true"
6976,7432,1.0,Yes
6977,7433,4.0,"No, usually not"
6978,7434,2.0,Easy
